id,industrial_certificate_number
13410,Декларация Бейсболка Кепка KZ.3510396.13.12.00010 от 30.08.2021 г. Действителен до 30.08.2024г.
13412,Декларация Одеяло шерстяное и полушерстяное KZ.3510396.13.12.00060 от 16.09.2021 г. Действителен до 16.09.2024г.
13413,Декларация Подушка перо пух KZ.3510396.13.12.00061 от 16.09.2021 г. Действителен до 16.09.2024г.
13414,Декларация Матрац ватный KZ.3510396.13.12.00062 от 16.09.2021 г. Действителен до 16.09.2024г.
13415,Декларация Одеяло стеганое. Подушка с синтетическим наполнителем KZ.3510396.13.12.00064 от 16.09.2021 г. Действителен до 16.09.2024г.
13417,Сертификат соответствия Постельное белье  KZ.3510396.01.01.00003 от 07.09.2021г. Действителен до 07.09.2024г.
13418,"Сертификат соответствия Изделия Бельевые трикотажные. Майки, фуфайки (футболки) KZ.3510396.01.01.00048 от 16.09.2021г. Действителен до 16.09.2024г."
13420,Сертификат соответствия Изделия бельевые трикотажные. Кальсоны KZ.3510396.01.01.00049 от 16.09.2021г. Действителен до 16.09.2024г.
13421,Декларация Галстук KZ.3510396.13.12.00012 от 31.08.2021 г. Действителен до 31.08.2024г.
13428,Декларация о соответствии ЕАЭС KZ 3510396.13.12.00244  от 21.12.2022 г.
13429,№ЕАЭС KZ 7500651.13.12.09375 от 23.12.2022 г. до 22.12.2027 года
13431,ЕАЭС №KZ.7500651.22.01.00791 от 16.03.2021 г. до 16.03.2026 года
13432,№ KZ.7500651.01.01.01113 от 12.12.2022 г. до 12.12.2023 года
13433,№ KZ.7500651.01.01.01114 от 12.12.2022 г. до 12.12.2023 года
13434,ЕАЭС KZ.7500651.22.01.00793 от 16.03.2021 г. до 16.03.2026 года
13435,ЕАЭС № KZ.7500651.24.01.01257 от 16.03.2021 г. до 16.03.2024 года
13436,ЕАЭС №KZ.7500651.22.01.00792 от 16.03.2021 г. до 16.03.2024 года
13437,ЕАЭС № KZ.7500651.24.01.01259 от 16.03.2021 г. до 16.03.2026 года
13438,ЕАЭС №KZ.7500651.01.01.03160 от 09.09.2022 г. до 08.09.2027 года
13439,№KZ.7500651.01.01.01210 от 28.12.2022 г. до 28.12.2023 года
13440,№  KZ.7500651.01.01.01211 от 28.12.2022 г. до 28.12.2023 года
13441,ЕАЭС№KZ 7500651.13.12.09490 от 28.12.2022 г. до 28.12.2025 год
13442,KZ.7500651.01.01.00406 от  25.03.2022 г. до 25.03.2023 года
13443,ЕАЭС №KZ 7500651.13.12.09376 от 23.12.2022 г.  до 23.12.2025 года
13444,Информационное письмо №01-75/ОПС-222 от 27.06.2022 г.
13445,ЕАЭС № KZ.7500651.24.01.01258 от 16.03.2021 г. до 16.03.2026 г.
13451,Сертификат соответствия № KZ.7500551.01.01.00593 от 16.10.2020 до 28.09.2023
13452,Декларация о соответствии ЕАЭС № KZ.7500317.24.01.23271 от 13.07.2020 по 28.05.2023
13454,"Сертификат соответствия № ЕАЭС KZ 7500401.01.01.01141, со сроком действия с 21.04.2022, по 28.05.2023
Сертификат соответствия № ЕАЭС KZ.7500114.22.01.03598, со сроком действия с 07.07.2020, по 06.07.2023"
13458,"Декларация о соответствии ЕАЭС № KZ.7500317.24.01.23271 от 13.07.2020 г, на Счетчики электронные электрической энергии, согласно приложения"
13459,"Сертификат соответствия № ЕАЭС KZ.7500114.22.01.03561, со сроком действия с 07.07.2020, по 06.07.2023"
13468,№ KZ.3510317.01.01.00621 действителен с 06.04.2023 по 06.04.2026
13469,№ KZ.3510317.13.12.02002 действителен с 06.04.2023 по 06.04.2026
13475,№ KZ.3510317.13.12.02004 действителен с 06.04.2023 по 06.04.2026
13477,№ KZ.3510317.01.01.00622 действителен с 06.04.2023 по 06.04.2026
13482,№ KZ.3510317.13.12.02003 действителен с 06.04.2023 по 06.04.2026
13483,№ KZ.3510317.01.01.00623 действителен с 06.04.2023 по 06.04.2026
13485,№ KZ.3510317.01.01.00624 действителен с 06.04.2023 по 06.04.2026
13486,№ KZ.3510317.13.12.02005 действителен с 06.04.2023 по 06.04.2026
13494,№ KZ.3510317.13.12.01122 действителен с 05.08.2022 по 05.08.2023
13495,№ KZ.3510317.01.01.00345 действителен с 05.08.2022 по 05.08.2023
13496,№ KZ.3510317.13.12.01121 действителен с 05.08.2022 по 05.08.2023
13502,№ KZ.3510317.01.01.00346 действителен с 05.08.2022 по 05.08.2023
13503,№ KZ.3510317.13.12.01123 действителен с 05.08.2022 по 05.08.2023
13504,№ KZ.3510317.01.01.00348 действителен с 05.08.2022 по 05.08.2023
13511,"№  KZ.3510396.01.01.002237  выдан 20.12.2022 г. по 19.12.2027 г.
серия KZ № 0219464"
13525,"ЕАЭС № 
ЕАЭС  KZ 7100841.13.12.00337"
13528,ЕАЭС KZ 2710317.13.12.02329
13548,14.09.2022-14.09.2023
13549,7100841.13.12.02009
13551,ЕАЭС KZ 1100317.13.12.01923
13559,ЕАЭС KZ 7500986.13.12.00851
13560,KZ.О.02.0507.С21.006177
13581,KZ.7500851.01.01.00076
13586,"KZ.7500851.01.01.00076
31.01.2022-20.01.2025гг"
13591,KZ.7500851.01.01.00075
13593,KZ.7500851.01.01.00073
13605,KZ.7500851.01.01.00077
13606,KZ.7500851.01.01.00078
13609,KZ.7500851.01.01.00079
13611,KZ.7500851.01.01.00074
13616,KZ.7500851.01.01.00081
13618,KZ.7500851.01.01.00121
13619,KZ.7500851.01.01.00080
13622,"ЕАЭС 
№KZ.6328317.24.01.02242"
13623,"ЕАЭС 
№KZ.6328317.24.01.02242
."
13625,"ЕАЭС 
№KZ.6328317.24.01.02244
."
13630,"ЕАЭС
№KZ.6328317.24.01.02243"
13649,№ ЕАЭС KZ 3910317.13.12.01317
13650,№ ЕАЭС KZ 3910317.13.12.01315
13651,№ ЕАЭС KZ 3910317.13.12.01314
13652,№ ЕАЭС KZ 3910317.13.12.01313
13653,№ ЕАЭС KZ 3910317.13.12.01908
13658,KZ 7500317.01.01.01256
13745,KZ.7500651.01.01.06436
13753,KZ.7700.02.01.00929872
13754,KZ.7700.02.01.00929866
13755,KZ.7700.02.01.00929869
13756,KZ.7700.02.01.00929865
13757,KZ.7700.02.01.00929868
13758,ЕАЭС KG417/033.Д.0013168
13828,ЕАЭС KG417/033.Д.0013171
13870,Информационное письмо №590/23 от 02.03.2023
14103,Информационное письмо KZ/591/23 от 02.03.2023г.
14105,Декларация о соответствии № ЕАЭС KG417/031.Д.0036195
14107,Информационное письмо KZ/589/23 от 02.03.2023г.
14110,Информационное письмо KZ/590/23 от 02.03.2023г.
14140,Декларация о соответствии № ЕАЭС KG417/031.Д.0036115
14141,Декларация о соответствии № ЕАЭС KG417/031.Д.0036110
14147,Декларация о соответствии № ЕАЭС KG417/031.Д.0036114
14224,Декларация о соответствии № ЕАЭС KG417/031.Д.0036109
14225,Информационное письмо KZ/949/22 от 05.08.2022г.
14228,Декларация о соответствии № ЕАЭС KG417/031.Д.0036112
14229,Декларация о соответствии № ЕАЭС KG417/031.Д.0036111
14358,KZ.7500551.01.01.01117
14362,№ЕАЭС KZ.5110317.01.01.00059
14365,№ЕАЭС KZ.5110317.01.01.00060
14368,ЕАЭС №KZ.3510317.13.12.01712
14370,ЕАЭС №KZ.3510317.01.01.00516 серия №0108756
14372,ЕАЭС №KZ.5110317.13.12.00753
14373,ЕАЭС №KZ.5110317.13.12.00752
14375,ЕАЭС №KZ.5110317.01.01.00068
14377,ЕАЭС №KZ.5110317.01.01.00070
14379,ЕАЭС №KZ.5110317.01.01.00069
14386,KZ.7500651.24.01.01962
14410,KZ.7500651.22.01.01514
14421,KZ.7500651.22.01.01513
14425,KZ.7500651.01.01.01460
14434,KZ.7500651.24.01.01963
14439,"Сертификат на серийное 
производство № ЕАЭС 
KZ.7500651.01.01.00513 
Серия KZ № 0187002"
14440,"Сертификат на серийное 
производство №ЕАЭС 
KZ 
7500651.01.01.00514 
Серия KZ № 0185807"
14443,№ KZ.7700.02.01.00929844
14444,№ KZ.7700.02.01.00920859
14445,№ KZ.7500651.01.01.01509
14446,№KZ.7500651.01.01.01514
14447,№KZ.7500651.01.01.01515
14448,№KZ.7500651.01.01.01508
14449,№KZ.7500651.01.01.01512
14450,№KZ.7500651.01.01.01507
14452,№KZ.7500651.01.01.01570
14453,ТС KZ Е-KZ.0317.00180.Р1И1 с
14495,ТС KZA-KZ.0367.17779 дата оформления 3.02.2022г.
14496,ТС KZ Е-KZ.0317.00175.Р1 с
14554,ТС KZA-KZ.0367.16389 дата оформления 23.11.2021г.
14555,ТС KZA-KZ.0367.16359 дата оформления 22.11.2021г.
14556,ТС KZA-KZ.0367.16393 дата оформления 23.11.2021г.
14557,ТС KZA-KZ.0367.16107 дата оформления 12.11.2021г.
14558,ТС KZA-KZ.0367.21192 дата оформления 12.09.2022г.
14559,ТС KZA-KZ.0367.21393 дата оформления 22.09.2022г.
14560,ТС KZA-KZ.0367.19896 дата оформления 24.06.2022г.
14561,СБКТС ГАЗ С42R33 Бортовой Серия № 018747 № ТС KZA-KZ.0367.20416 дата оформления 26.07.2022г.
14562,ТС KZA-KZ.0367.20595 дата оформления 8.08.2022г.
14563,ТС KZA-KZ.0367.20844 дата оформления 23.08.2022г.
14564,ТС KZA-KZ.0367.16598 дата оформления 03.12.2021г.
14565,ТС KZA-KZ.0367.19686 дата оформления 7.06.2022г.
14566,ТС KZA-KZ.0367.17917 дата оформления 11.02.2022г.
14567,ТС KZA-KZ.0367.2203 4дата оформления 27.12.2022г
14568,ТС KZA-KZ.0367.17665 дата оформления 28.01.2022г.
14569,ТС KZA-KZ.0367.17919 дата оформления 11.02.2022г.
14570,ТС KZA-KZ.0367.19688 дата оформления 7.06.2022г.
14571,ТС KZA-KZ.0367.18775 дата оформления 31.03.2022г.
14572,ТС KZA-KZ.0367.19803 дата оформления 17.06.2022г.
14573,ТС KZA-KZ.0367.19954 дата оформления 29.06.2022г.
14574,ТС RU Е-RU.МТ39.00659 с 21.11.2019г
14575,ТС RU Е-RU.МТ39.00659 с 21.11.2019г.
14576,ТС KZA-KZ.0367.20173 дата оформления 13.07.2022г.
14580,ТС RUЕ-RU.ГА06.00660 с 06.03.2020г.
14581,ТС KZA-KZ.0367.18190 дата оформления 25.02.2022г.
14582,ТС RU Е-RU.МТ39.00390.Р1 с 12.09.2018г
14584,ТС KZA-KZ.0367.21965 дата оформления 20.12.2022г.
14585,ТС RU Е-RU.МТ39.00327.Р3 с 07.05.2019г.
14587,ТС RU Е-RU.МТ39.00370.Р2 с 07.05.2019г.
14590,ТС KZ Е-KZ.0317.00163.P2 с
14600,ТС KZ K-KZ.0317.00018 с
14615,ТС KZ K-KZ.0317.00016 с
14618,ТСKZЕ-KZ.0317.00167.P1 с
14622,"ТСKZЕ-KZ.0317.00167.P1 с ;
ТС KZA-KZ.0367.21686 дата оформления 18.10.2022г."
14623,"ТСKZЕ-KZ.0317.00167.P1 с ;
ТС KZA-KZ.0367.21729 дата оформления 21.10.2022г."
14626,"ТСKZЕ-KZ.0317.00167.P1 с ;
ТС KZA-KZ.0367.21728 дата оформления 21.10.2022г."
14628,ТС KZ Е-KZ.0401.00047.P1.И1 с
14634,ТС KZ Е-KZ.0401.00043.P1 с
14636,"ТС KZ Е-KZ.0401.00043.P1 с 
ТС KZA-KZ.0367.22291 дата оформления 23.01.2023г."
14637,ТС KZ Е-KZ.0317.00178 с
14639,ТС KZ Е-KZ.0317.00125.Р1 с
14641,ТС KZ Е-KZ.0317.00126 с
14642,ТСKZA-KZ.0102.09534 дата оформления 28.08.2020г.
14644,ТС KZ Е-KZ.0317. 00127.Р2 .
14646,ТС KZ Е-KZ.0317. 00128.Р2
14647,ЕАЭС KZ 1100317.01.01.00279 c
14651,ЕАЭС KZ 1110317.22.01.03347 с
14652,ЕАЭС KZ 1100317.01.01.00001 с
14656,Сертификат о соответствия  №KZ.7500551.01.01.00720
14676,Сертификат о соответствия  №KZ.7500551.01.01.00719
14694,№ ЕАЭС KZ.3110317.22.01.00703
14695,№ ЕАЭС KZ.3110317.22.01.00705
14696,№ KZ.3110317.01.01.04177
14698,№ KZ.3110317.01.01.04179
14700,№ KZ.7500114.22.01.03614
14701,№ KZ.7500114.22.01.03613
14704,№ KZ.7500114.22.01.03612
14705,№ KZ.7500114.22.01.03611
14706,№ KZ.7500114.22.01.03610
14708,№ KZ.7500114.22.01.03606
14709,№ KZ.7500114.22.01.03605
14710,№ KZ.7500114.22.01.03604
14711,№ KZ.7500114.22.01.03603
14712,№ KZ.7500114.22.01.03602
14717,№ KZ.7500114.22.01.03601
14718,№ KZ.7500114.24.01.10239
14719,№ KZ.7500114.24.01.10238
14720,№ KZ.7500114.24.01.10237
14721,№ KZ.3110317.24.01.05369
14722,№ЕАЭС KZ7500401.01.01.02276
14723,№ЕАЭС KZ7500401.01.01.02277
14724,№ЕАЭС KZ7500401.01.01.02278
14725,№ЕАЭС KZ7500401.01.01.02279
14726,№ЕАЭС KZ7500401.01.01.02280
14727,№ЕАЭС KZ7500401.01.01.02281
14728,№ЕАЭС KZ7500401.01.01.02282
14729,№ЕАЭС KZ7500401.01.01.02283
14730,№ЕАЭС KZ7500401.01.01.02284
14731,№ЕАЭС KZ7500401.01.01.02287
14732,№ЕАЭС KZ7500401.01.01.02289
14733,№ЕАЭС KZ3110317.01.01.00093
14734,№ЕАЭС KZ3110317.01.01.00404
14735,№ЕАЭС KZ3110317.01.01.00403
14736,KZ 7500196.01.01.00353
14737,KZ 7500196.01.01.00356
14738,KZ 7500196.01.01.00255
14742,KZ 7500196.01.01.00340
14746,KZ 7500196.01.01.00451
14759,KZ 7500525.22.01.00746
14766,KZ 7500196.01.01.00529
14812,KZ 7500196.01.01.00453
14827,KZ 7500196.01.01.00406
14828,KZ 7500139.22.01.00360
14829,KZ 7500196.01.01.00364
14846,KZ 7500196.01.01.00518
14922,KZ 7500196.01.01.01146
14942,"ЕАЭС KZ 3510317.01.01.00549  серия 0214389 
ЕАЭС KZ 3510317.13.12.01816"
14989,Сертификат соотвествия       № ЕАЭС BY/112 02.01. ТР003 064.01 00148
14992,Сертификат соотвествия       № ЕАЭС BY/112 02.01. ТР003 064.01 00129
14999,Сертификат соотвествия       № ЕАЭС BY/112 02.01. ТР003 064.01 00162
15030,Декларация о соответсвии ЕАЭС №KZ.5510317.24.01.04972
15089,Декларация о соответствии ЕАЭС №KZ.7500317.24.01.23319
15090,Декларация о соответствии ЕАЭС №KZ.3510317.13.12.01823
15103,Декларация о соответствии № ЕАЭС KZ 7500317.13.12.00977
15109,Декларация о соответствии ЕАЭС №KZ.3510317.24.01.03412
15153,KZ 3110317.13.12.00355
15155,Декларация соответствия KZ2710317.13.12.02807
15170,№ ЕАЭС KZ7500545.01.01.00206
15172,№ ЕАЭС KZ7500545.13.12.04672
15173,№ ЕАЭС KZ7500545.13.12.04673
15174,ЕАЭС KZ 7500545.13.12.05079
15175,ЕАЭС KZ 7500545.13.12.05080
15176,ЕАЭС KZ7500545.13.12.04766
15178,№ ЕАЭС KZ7500545.13.12.04678
15179,№ ЕАЭС KZ7500545.13.12.04677
15180,KZ.7500545.01.01.01236
15181,№ ЕАЭС KZ7500545.13.12.04674
15189,ЕАЭС KZ7500545.13.12.04675
15201,ЕАЭС KZ 7500986.01.01.05277
15204,ЕАЭС KZ 7100841.05.01.01398
15245,"Декларация о соответствии
№ЕАЭС KG
417/031.Д.0040715"
15247,"Декларация о соответствии
№ЕАЭС KG
417/032.Д.0003836"
15255,Декларация о соответствии ЕАЭС № KZ.7500361.24.01.03632
15262,Декларация о соответствии ЕАЭС № KZ 7500361.13.12.00402
15263,"Декларация о соответствии ЕАЭС № KZ.
7500361.24.01.03633"
15310,Сертификат соответствия №KZ/7500551/01/01/00143
15328,№ ЕАЭС KZ 7100990.01.01.00055
15329,KZ.7100934.01.01.00989
15364,KZ.7700.02.01.00958386
15370,Сертификат соответствия № ЕАЭС KZ 7500986.01.01.05594
15396,№KZ7100841.01.0100746;
15397,№KZ.7100841.01.01.00045;
15398,№KZ.7100841.01.01.00044
15400,Декларация соответствия  ЕАЭС KZ 7500995.13.12.05466
15401,Декларация соответствия  ЕАЭС KZ 7500995.13.12.05465
15402,Декларация соответствия ЕАЭС KZ 7500995.13.12.05464
15403,Декларация соответствия ЕАЭС KZ 7500995.13.12.05463
15420,KZ.4710193.21.01.12804
15421,KZ.4710193.21.01.11993
15422,KZ.4710193.21.01.13333
15423,KZ.4710193.21.01.13334
15424,KZ.4710193.21.01.12970
15425,KZ.4710193.23.01.13811
15426,KZ.4710193.23.01.12976
